id,correcta,puntaje_obtenido,pregunta_id,respuesta_id,quizUser_id,nombreUser_id,uso_ayuda,dificultad,tiempo_pregunta
1439,1,3,24,66,146,146,0,3,89
1440,1,2,28,77,146,146,0,2,102
1441,1,1,6,15,146,146,0,1,114
1442,1,1,1,1,146,146,0,1,110
1443,1,1,7,18,146,146,0,1,127
1444,1,1,3,7,146,146,0,1,127
1445,1,1,9,21,146,146,0,1,137
1446,1,1,18,46,146,146,0,1,147
1447,1,1,12,31,146,146,0,1,147
1448,1,1,14,36,146,146,0,1,173
1449,1,1,17,43,146,146,0,1,187
1450,1,1,8,19,146,146,0,1,186
1451,1,1,16,42,146,146,0,1,201
1452,1,1,2,5,146,146,0,1,208
1453,1,1,12,31,147,147,0,1,6
1454,1,2,22,58,147,147,0,2,6
1455,1,3,24,66,147,147,0,3,12
1456,1,3,29,78,147,147,0,3,11
1457,1,3,34,93,147,147,0,3,15
1458,1,3,27,73,147,147,0,3,15
1459,1,3,23,63,147,147,0,3,20
1460,1,3,25,67,147,147,0,3,24
1461,1,3,33,90,147,147,0,3,23
1462,1,3,35,95,147,147,0,3,23
1463,1,2,5,13,147,147,0,2,23
1464,0,0,26,71,147,147,0,2,23
1465,1,1,14,36,147,147,0,1,23
1466,1,2,21,55,147,147,0,2,23
1467,1,2,15,38,147,147,0,2,23
1468,1,1,19,49,147,147,0,1,23
1469,1,2,20,53,147,147,0,2,23
1470,1,2,28,77,147,147,0,2,23
1471,1,1,18,46,147,147,0,1,23
1472,1,2,10,24,147,147,0,2,23
1473,1,3,24,66,148,148,0,3,6
1474,1,3,33,90,148,148,0,3,5
1475,1,3,23,63,148,148,0,3,8
1476,1,3,29,78,148,148,1,3,15
1477,1,2,31,84,148,148,0,2,12
1478,1,3,34,93,148,148,0,3,19
1479,1,3,27,73,148,148,0,3,15
1480,1,3,35,95,148,148,0,3,23
1481,1,3,25,67,148,148,0,3,22
1482,1,2,22,58,148,148,0,2,27
1483,1,2,26,69,148,148,0,2,30
1484,1,1,17,43,148,148,0,1,38
1485,1,2,15,38,148,148,0,2,40
1486,1,1,4,11,148,148,0,1,43
1487,1,2,28,77,148,148,0,2,44
1488,1,2,32,87,148,148,0,2,49
1489,1,1,1,1,148,148,0,1,50
1490,1,2,5,13,148,148,0,2,51
1491,1,1,6,15,148,148,0,1,58
1492,1,2,21,55,148,148,0,2,57
1493,1,3,27,73,149,149,1,3,10
1494,1,2,28,77,149,149,0,2,6
1495,0,0,34,92,149,149,0,3,18
1496,1,2,31,84,149,149,0,2,15
1497,0,0,23,62,149,149,0,3,27
1498,0,0,13,33,149,149,0,2,27
1499,1,1,3,7,149,149,0,1,42
1500,0,0,5,12,149,149,0,2,32
1501,1,1,19,49,149,149,0,1,50
1502,0,0,32,86,149,149,0,2,37
1503,0,0,12,30,149,149,0,1,53
1504,1,1,16,42,149,149,0,1,40
1505,1,2,26,69,149,149,1,2,70
1506,1,1,8,19,149,149,0,1,73
1507,1,2,22,58,149,149,0,2,79
1508,1,1,6,15,149,149,1,1,81
1509,1,1,14,36,149,149,0,1,88
1510,1,1,30,83,149,149,0,1,89
1511,1,1,4,11,149,149,0,1,98
1512,1,1,2,5,149,149,0,1,97
1513,1,1,14,36,150,150,0,1,4
1514,1,2,28,77,150,150,0,2,4
1515,1,3,29,78,150,150,1,3,13
1516,1,2,32,87,150,150,1,2,13
1517,1,1,7,18,150,150,1,1,20
1518,0,0,9,,150,150,0,,
1519,1,1,4,11,151,151,0,1,4
1520,1,2,26,69,151,151,0,2,6
1521,1,3,27,73,151,151,0,3,8
1522,1,3,25,67,151,151,0,3,12
1523,1,3,24,66,151,151,0,3,24
1524,0,0,34,92,151,151,0,3,20
1525,1,2,28,77,151,151,0,2,27
1526,1,3,29,78,151,151,1,3,29
1527,1,2,10,24,151,151,1,2,37
1528,0,0,12,30,151,151,0,1,32
1529,1,1,8,19,151,151,0,1,40
1530,1,2,32,87,151,151,0,2,35
1531,1,3,33,90,151,151,1,3,47
1532,1,2,22,58,151,151,0,2,40
1533,1,3,23,63,151,151,0,3,51
1534,1,3,35,95,151,151,1,3,48
1535,1,2,20,53,151,151,1,2,59
1536,1,1,2,5,151,151,0,1,53
1537,1,2,13,32,151,151,0,2,64
1538,1,1,7,18,151,151,0,1,57
1539,1,2,22,58,152,152,0,2,46
1540,1,3,34,93,152,152,0,3,46
1541,1,3,29,78,152,152,0,3,68
1542,1,3,24,66,152,152,0,3,85
1543,1,2,13,32,152,152,0,2,114
1544,1,1,16,42,152,152,0,1,120
1545,0,0,18,48,152,152,0,1,129
1546,1,1,30,83,152,152,0,1,134
1547,1,1,17,43,152,152,0,1,150
1548,1,1,9,21,152,152,0,1,163
1549,0,0,6,14,152,152,0,1,184
1550,0,0,12,30,152,152,0,1,182
1551,1,1,4,11,152,152,0,1,214
1552,1,1,14,36,152,152,0,1,216
1553,1,1,2,5,152,152,0,1,242
1554,1,1,19,49,152,152,0,1,246
1555,1,1,3,7,152,152,0,1,258
1556,1,1,8,19,152,152,0,1,263
1557,1,1,7,18,152,152,0,1,320
1558,1,1,1,1,152,152,0,1,284
1579,0,0,12,30,154,154,0,1,36
1580,1,1,4,11,154,154,0,1,27
1581,0,0,5,12,154,154,0,2,51
1582,1,1,19,49,154,154,0,1,46
1583,0,0,26,71,154,154,0,2,61
1584,1,1,7,18,154,154,0,1,65
1585,1,2,10,24,154,154,0,2,79
1586,1,1,18,46,154,154,0,1,101
1587,1,1,9,21,154,154,0,1,102
1588,1,1,30,83,154,154,0,1,146
1589,1,1,3,7,154,154,0,1,126
1590,1,1,16,42,154,154,0,1,180
1591,1,1,8,19,154,154,0,1,148
1592,1,1,14,36,154,154,0,1,205
1593,1,1,2,5,154,154,0,1,175
1594,1,1,1,1,154,154,0,1,259
1595,1,1,17,43,154,154,0,1,217
1596,0,0,6,14,154,154,0,1,277
1597,1,2,22,58,154,154,0,2,253
1598,1,3,33,90,154,154,0,3,296
1599,1,2,20,53,155,155,0,2,14
1600,0,0,35,94,155,155,0,3,25
1601,1,2,32,87,155,155,0,2,25
1602,1,3,25,67,155,155,0,3,41
1603,0,0,34,91,155,155,0,3,54
1604,1,2,15,38,155,155,0,2,68
1605,0,0,24,64,155,155,0,3,131
1606,1,2,26,69,155,155,0,2,77
1607,1,1,14,36,155,155,0,1,151
1608,1,1,4,11,155,155,0,1,90
1609,1,1,30,83,155,155,0,1,156
1610,1,1,16,42,155,155,0,1,98
1611,1,1,19,49,155,155,0,1,172
1612,1,1,18,46,155,155,0,1,113
1613,1,1,17,43,155,155,0,1,183
1614,1,1,7,18,155,155,0,1,121
1615,1,1,3,7,155,155,0,1,193
1616,1,1,6,15,155,155,0,1,128
1617,0,0,12,30,155,155,0,1,203
1618,1,1,9,21,155,155,0,1,137
1619,1,1,16,42,156,156,0,1,9
1620,1,2,31,84,156,156,0,2,14
1621,0,0,29,79,156,156,0,3,23
1622,1,2,11,27,156,156,0,2,28
1623,1,3,35,95,156,156,0,3,52
1624,1,3,25,67,156,156,0,3,41
1625,1,3,24,66,156,156,0,3,76
1626,1,2,13,32,156,156,0,2,53
1627,0,0,23,61,156,156,0,3,96
1628,1,2,20,53,156,156,0,2,60
1629,1,1,12,31,156,156,0,1,105
1630,1,1,7,18,156,156,0,1,67
1631,1,2,28,77,156,156,0,2,127
1632,1,1,14,36,156,156,0,1,74
1633,0,0,15,39,156,156,0,2,141
1634,1,1,18,46,156,156,0,1,86
1635,1,1,30,83,156,156,0,1,149
1636,1,1,2,5,156,156,0,1,96
1637,1,1,17,43,156,156,0,1,164
1638,1,1,3,7,156,156,0,1,115
1639,1,1,2,5,157,157,0,1,6
1640,1,2,11,27,157,157,0,2,16
1641,1,3,35,95,157,157,0,3,37
1642,1,3,33,90,157,157,0,3,29
1643,1,3,24,66,157,157,0,3,59
1644,1,3,25,67,157,157,0,3,42
1645,1,3,27,73,157,157,1,3,132
1646,1,2,20,53,157,157,0,2,50
1647,1,3,29,78,157,157,1,3,148
1648,1,2,32,87,157,157,0,2,62
1649,1,3,34,93,157,157,0,3,156
1650,1,2,10,24,157,157,0,2,75
1651,1,1,7,18,157,157,0,1,162
1652,1,1,4,11,157,157,0,1,83
1653,1,1,30,83,157,157,0,1,168
1654,1,1,12,31,157,157,1,1,101
1655,1,1,1,1,157,157,1,1,190
1656,1,1,9,21,157,157,0,1,108
1657,1,1,14,36,157,157,0,1,197
1658,1,1,3,7,157,157,0,1,115
1659,0,0,12,30,159,159,0,1,13
1660,0,0,17,44,159,159,0,1,15
1661,0,0,14,35,159,159,0,1,41
1662,0,0,18,48,159,159,0,1,32
1663,1,1,3,7,159,159,0,1,52
1664,1,2,10,24,159,159,0,2,41
1665,1,3,29,78,159,159,0,3,65
1666,0,0,27,74,159,159,0,3,53
1667,1,2,26,69,159,159,0,2,73
1668,0,0,35,94,159,159,0,3,80
1669,1,2,15,38,159,159,0,2,82
1670,1,1,4,11,159,159,0,1,98
1671,0,0,30,82,159,159,0,1,93
1672,0,0,7,17,159,159,0,1,109
1673,0,0,8,20,159,159,0,1,107
1674,1,1,9,21,159,159,0,1,118
1675,1,1,16,42,159,159,0,1,118
1676,0,0,19,51,159,159,0,1,130
1677,0,0,6,14,159,159,0,1,124
1678,1,1,1,1,159,159,0,1,137
1679,1,1,12,31,160,160,1,1,13
1680,1,1,30,83,160,160,1,1,13
1681,1,1,2,5,160,160,0,1,18
1682,1,2,32,87,160,160,1,2,24
1683,1,1,19,49,160,160,1,1,34
1684,1,1,8,19,160,160,1,1,37
1685,0,0,7,17,160,160,0,1,43
1686,1,1,9,21,160,160,1,1,42
1687,1,1,6,15,160,160,1,1,48
1688,1,1,17,43,160,160,1,1,49
1689,1,1,16,42,160,160,1,1,56
1690,1,1,4,11,160,160,1,1,57
1691,0,0,18,48,160,160,0,1,62
1692,1,1,1,1,160,160,1,1,64
1693,1,1,3,7,160,160,1,1,70
1694,1,1,14,36,160,160,1,1,72
1695,1,2,28,77,160,160,1,2,77
1696,1,2,15,38,160,160,1,2,82
1697,1,3,34,93,160,160,1,3,86
1698,1,2,10,24,160,160,1,2,90
1699,1,1,18,46,161,161,0,1,26
1700,1,2,20,53,161,161,0,2,143
1701,1,1,17,43,161,161,0,1,58
1702,1,2,10,24,161,161,1,2,170
1703,1,1,2,5,161,161,0,1,77
1704,1,1,4,11,161,161,0,1,203
1705,1,1,3,7,161,161,0,1,90
1706,1,1,30,83,161,161,0,1,219
1707,1,1,7,18,161,161,1,1,106
1708,1,1,19,49,161,161,0,1,237
1709,1,1,8,19,161,161,0,1,117
1710,0,0,6,14,161,161,0,1,244
1711,1,1,9,21,161,161,0,1,122
1712,1,1,12,31,161,161,1,1,287
1713,1,1,16,42,161,161,0,1,133
1714,1,1,14,36,161,161,0,1,295
1715,0,0,1,3,161,161,0,1,141
1716,1,2,21,55,161,161,0,2,310
1717,1,2,5,13,161,161,1,2,179
1718,1,2,32,87,161,161,0,2,318
1719,1,1,17,43,162,162,0,1,10
1720,1,2,10,24,162,162,0,2,8
1721,1,3,29,78,162,162,0,3,13
1722,1,3,27,73,162,162,0,3,12
1723,1,3,34,93,162,162,0,3,19
1724,1,3,24,66,162,162,0,3,16
1725,1,3,33,90,162,162,0,3,22
1726,1,3,25,67,162,162,0,3,21
1727,1,3,23,63,162,162,0,3,28
1728,1,3,35,95,162,162,0,3,25
1729,1,1,19,49,162,162,0,1,31
1730,1,2,13,32,162,162,0,2,34
1731,1,1,8,19,162,162,0,1,37
1732,1,2,26,69,162,162,0,2,40
1733,1,2,32,87,162,162,0,2,46
1734,1,2,31,84,162,162,0,2,44
1735,1,1,4,11,162,162,0,1,50
1736,1,2,15,38,162,162,0,2,50
1737,1,1,12,31,162,162,0,1,54
1738,1,2,20,53,162,162,0,2,54
1739,1,3,23,63,163,163,0,3,36
1740,0,0,33,88,163,163,0,3,26
1741,1,2,22,58,163,163,0,2,53
1742,1,3,27,73,163,163,0,3,39
1743,0,0,35,94,163,163,0,3,138
1744,1,2,31,84,164,164,0,2,25
1745,1,3,25,67,164,164,0,3,53
1746,1,3,33,90,164,164,0,3,47
1747,1,3,23,63,164,164,0,3,86
1748,0,0,26,71,164,164,0,2,61
1749,1,1,2,5,164,164,0,1,104
1750,1,1,30,83,164,164,0,1,77
1751,1,1,14,36,164,164,0,1,112
1752,1,1,8,19,164,164,0,1,90
1753,1,1,17,43,164,164,0,1,146
1754,1,1,16,42,164,164,0,1,104
1755,0,0,6,14,164,164,0,1,195
1756,1,1,3,7,164,164,0,1,115
1757,1,1,1,1,164,164,0,1,214
1758,1,1,19,49,164,164,0,1,130
1759,1,1,7,18,164,164,0,1,224
1760,1,1,18,46,164,164,0,1,154
1761,1,1,4,11,164,164,0,1,250
1762,1,1,12,31,164,164,0,1,164
1763,1,1,9,21,164,164,0,1,270
1764,1,1,17,43,165,165,0,1,23
1765,1,2,32,87,165,165,0,2,59
1766,1,3,24,66,165,165,0,3,43
1767,0,0,35,94,165,165,0,3,98
1768,1,2,28,77,165,165,0,2,55
1769,1,3,23,63,165,165,0,3,123
1770,1,2,20,53,165,165,0,2,58
1771,1,3,27,73,165,165,0,3,133
1772,1,2,15,38,165,165,0,2,75
1773,0,0,6,14,165,165,0,1,140
1774,1,1,4,11,165,165,0,1,96
1775,1,1,2,5,165,165,0,1,160
1776,1,1,8,19,165,165,0,1,102
1777,1,1,16,42,165,165,0,1,168
1778,1,1,7,18,165,165,0,1,115
1779,0,0,12,30,165,165,0,1,208
1780,1,1,14,36,165,165,0,1,133
1781,1,1,18,46,165,165,0,1,216
1782,1,1,19,49,165,165,0,1,143
1783,1,1,30,83,165,165,0,1,281
1784,0,0,6,14,166,166,0,1,25
1785,1,1,9,21,166,166,0,1,11
1786,1,2,31,84,166,166,0,2,43
1787,1,3,24,66,166,166,1,3,37
1788,1,2,32,87,166,166,1,2,55
1789,1,1,7,18,166,166,1,1,56
1790,1,1,8,19,166,166,1,1,74
1791,1,1,2,5,166,166,0,1,68
1792,1,2,21,55,166,166,1,2,89
1793,0,0,1,3,166,166,0,1,71
1794,1,1,19,49,166,166,1,1,105
1795,1,1,4,11,166,166,1,1,81
1796,1,1,14,36,166,166,0,1,123
1797,1,1,3,7,166,166,0,1,90
1798,1,1,30,83,166,166,1,1,143
1799,1,1,18,46,166,166,0,1,120
1800,1,1,17,43,166,166,1,1,155
1801,1,1,12,31,166,166,1,1,131
1802,1,1,16,42,166,166,0,1,182
1803,1,2,15,38,166,166,1,2,138
1804,1,1,16,42,167,167,1,1,8
1805,1,1,6,15,167,167,0,1,7
1806,1,2,5,13,167,167,1,2,14
1807,1,1,2,5,167,167,0,1,13
1808,1,2,10,24,167,167,1,2,21
1809,1,1,17,43,167,167,1,1,18
1810,1,1,30,83,167,167,0,1,24
1811,1,2,21,55,167,167,0,2,21
1812,1,3,27,73,167,167,1,3,31
1813,1,2,11,27,167,167,1,2,27
1814,1,1,3,7,167,167,1,1,37
1815,1,1,7,18,167,167,1,1,51
1816,1,1,4,11,167,167,0,1,43
1817,1,2,15,38,167,167,1,2,60
1818,1,1,18,46,167,167,1,1,57
1819,1,1,14,36,167,167,1,1,66
1820,1,1,12,31,167,167,1,1,64
1821,1,1,19,49,167,167,1,1,76
1822,1,1,1,1,167,167,0,1,69
1823,1,2,28,77,167,167,1,2,83
1824,1,1,7,18,168,168,0,1,7
1825,1,2,31,84,168,168,1,2,32
1826,1,1,30,83,168,168,0,1,15
1827,1,2,15,38,168,168,0,2,42
1828,1,3,23,63,168,168,1,3,40
1829,1,2,22,58,168,168,0,2,56
1830,1,3,27,73,168,168,1,3,67
1831,1,2,10,24,168,168,1,2,81
1832,1,1,1,1,168,168,0,1,80
1833,1,1,9,21,168,168,0,1,90
1834,0,0,6,14,168,168,0,1,86
1835,1,1,18,46,168,168,0,1,102
1836,1,1,16,42,168,168,1,1,105
1837,1,1,3,7,168,168,0,1,108
1838,1,1,8,19,168,168,0,1,113
1839,1,1,17,43,168,168,0,1,118
1840,1,1,19,49,168,168,0,1,133
1841,0,0,14,35,168,168,0,1,134
1842,1,1,2,5,168,168,0,1,142
1843,1,1,4,11,168,168,0,1,150
1844,0,0,6,14,169,169,0,1,24
1845,1,1,4,11,169,169,0,1,16
1846,1,2,13,32,169,169,0,2,44
1847,1,3,34,93,169,169,0,3,48
1848,1,3,25,67,169,169,0,3,66
1849,0,0,23,62,169,169,0,3,65
1850,0,0,26,71,169,169,0,2,79
1851,1,1,8,19,169,169,0,1,76
1852,1,1,2,5,169,169,0,1,91
1853,1,1,18,46,169,169,0,1,103
1854,1,1,16,42,169,169,0,1,99
1855,1,1,30,83,169,169,0,1,116
1856,1,1,19,49,169,169,0,1,116
1857,1,1,17,43,169,169,0,1,132
1858,1,1,14,36,169,169,0,1,129
1859,1,1,12,31,169,169,1,1,179
1860,1,1,9,21,169,169,0,1,141
1861,1,1,1,1,169,169,0,1,190
1862,1,1,7,18,169,169,0,1,160
1863,1,1,3,7,169,169,0,1,211
1864,0,0,6,14,170,170,0,1,11
1865,1,1,4,11,170,170,0,1,33
1866,0,0,10,25,170,170,0,2,32
1867,1,1,17,43,170,170,0,1,61
1868,0,0,5,12,170,170,0,2,43
1869,1,1,3,7,170,170,0,1,72
1870,1,2,11,27,170,170,0,2,82
1871,1,1,9,21,170,170,0,1,94
1872,1,1,30,83,170,170,0,1,98
1873,1,1,12,31,170,170,0,1,110
1874,1,1,7,18,170,170,0,1,111
1875,1,1,18,46,170,170,0,1,150
1876,1,1,19,49,170,170,0,1,129
1877,1,1,8,19,170,170,0,1,162
1878,1,1,2,5,170,170,0,1,144
1879,1,1,14,36,170,170,0,1,192
1880,1,1,16,42,170,170,0,1,171
1881,0,0,1,3,170,170,0,1,202
1882,1,3,25,67,170,170,0,3,202
1883,0,0,13,33,170,170,0,2,237
1884,1,1,9,21,171,171,0,1,172
1885,1,1,12,31,171,171,0,1,8
1886,1,2,28,77,171,171,0,2,202
1887,1,1,8,19,171,171,0,1,16
1888,1,2,15,38,171,171,0,2,221
1889,1,1,6,15,171,171,0,1,21
1890,1,2,21,55,171,171,0,2,240
1891,1,1,3,7,171,171,0,1,30
1892,0,0,5,12,171,171,0,2,247
1893,1,1,2,5,171,171,0,1,45
1894,0,0,31,85,171,171,0,2,269
1895,1,1,18,46,171,171,0,1,53
1896,1,2,11,27,171,171,0,2,276
1897,1,1,19,49,171,171,0,1,80
1898,1,1,4,11,171,171,0,1,287
1899,1,1,16,42,171,171,0,1,92
1900,1,1,14,36,171,171,0,1,298
1901,1,1,30,83,171,171,0,1,99
1902,1,1,1,1,171,171,0,1,310
1903,1,1,17,43,171,171,0,1,116
1904,1,1,2,5,172,172,0,1,10
1905,0,0,26,71,172,172,0,2,8
1906,1,1,17,43,172,172,0,1,22
1907,1,2,31,84,172,172,0,2,27
1908,0,0,27,74,172,172,0,3,39
1909,1,2,13,32,172,172,0,2,34
1910,0,0,24,64,172,172,0,3,58
1911,1,2,15,38,172,172,0,2,57
1912,1,3,25,67,172,172,0,3,69
1913,1,3,29,78,172,172,0,3,79
1914,0,0,32,86,172,172,0,2,80
1915,1,1,3,7,172,172,0,1,95
1916,1,1,12,31,172,172,0,1,93
1917,1,1,6,15,172,172,0,1,103
1918,1,1,7,18,172,172,0,1,104
1919,1,1,4,11,172,172,0,1,109
1920,1,1,9,21,172,172,0,1,112
1921,1,1,30,83,172,172,0,1,115
1922,1,1,1,1,172,172,0,1,121
1923,1,1,16,42,172,172,0,1,123
1924,1,1,17,43,174,174,0,1,14
1925,1,2,11,27,174,174,0,2,8
1926,1,3,35,95,174,174,1,3,27
1927,1,2,22,58,174,174,0,2,18
1928,0,0,33,88,174,174,0,3,41
1929,0,0,5,12,174,174,0,2,32
1930,1,1,19,49,174,174,0,1,57
1931,1,2,20,53,174,174,0,2,36
1932,0,0,27,74,174,174,0,3,64
1933,1,2,32,87,174,174,0,2,43
1934,0,0,29,79,174,174,0,3,77
1935,1,2,31,84,174,174,0,2,55
1936,1,3,34,93,174,174,1,3,100
1937,1,2,13,32,174,174,0,2,74
1938,0,0,24,65,174,174,0,3,109
1939,1,2,28,77,174,174,0,2,97
1940,1,1,30,83,174,174,0,1,119
1941,1,1,6,15,174,174,0,1,101
1942,1,1,3,7,174,174,0,1,129
1943,1,1,12,31,174,174,0,1,106
1944,1,1,12,31,143,143,0,1,3
1945,1,2,22,58,143,143,0,2,7
1946,1,3,27,73,143,143,0,3,7
1947,1,3,35,95,143,143,0,3,15
1948,1,3,25,67,143,143,0,3,14
1949,1,3,29,78,143,143,0,3,21
1950,1,3,34,93,143,143,0,3,20
1951,1,3,24,66,143,143,0,3,25
1952,0,0,23,62,143,143,0,3,29
1953,1,2,20,53,143,143,0,2,29
1954,0,0,33,88,143,143,0,3,36
1955,1,2,28,77,143,143,0,2,33
1956,1,1,30,83,143,143,0,1,41
1957,1,2,21,55,143,143,0,2,46
1958,1,2,10,24,143,143,0,2,47
1959,1,3,34,93,175,175,0,3,3
1960,1,3,25,67,175,175,0,3,6
1961,1,3,27,73,175,175,0,3,7
1962,1,3,35,95,175,175,0,3,10
1963,1,3,23,63,175,175,0,3,12
1964,1,3,29,78,175,175,0,3,14
1965,1,3,24,66,175,175,0,3,15
1966,1,3,33,90,175,175,0,3,20
1967,1,1,19,49,175,175,0,1,20
1968,0,0,26,71,175,175,0,2,29
1969,1,1,18,46,175,175,0,1,28
1970,1,2,20,53,175,175,0,2,31
1971,1,1,2,5,175,175,0,1,38
1972,1,2,28,77,175,175,0,2,35
1973,1,1,12,31,175,175,0,1,42
1974,1,2,31,84,175,175,0,2,42
1975,1,1,9,21,175,175,0,1,49
1976,1,2,10,24,175,175,0,2,47
1977,1,2,22,58,175,175,0,2,52
1978,1,1,1,1,175,175,0,1,53
1979,1,2,10,24,177,177,0,2,6
1980,0,0,33,88,177,177,0,3,20
1981,1,2,15,38,177,177,1,2,18
1982,1,1,9,21,177,177,0,1,30
1983,1,2,21,55,177,177,0,2,25
1984,0,0,24,65,177,177,0,3,38
1985,1,2,13,32,177,177,0,2,36
1986,1,3,25,67,177,177,0,3,50
1987,1,3,35,95,177,177,0,3,45
1988,0,0,27,72,177,177,0,3,56
1989,1,2,5,13,177,177,0,2,52
1990,1,3,23,63,177,177,0,3,62
1991,0,0,34,91,177,177,0,3,54
1992,0,0,32,86,177,177,0,2,66
1993,1,1,2,5,177,177,0,1,58
1994,1,2,22,58,177,177,0,2,70
1995,1,3,29,78,177,177,0,3,65
1996,0,0,7,17,177,177,0,1,77
1997,0,0,1,2,177,177,0,1,71
1998,1,1,16,42,177,177,0,1,81
1999,0,0,7,16,163,163,0,1,20
2000,1,1,2,5,163,163,0,1,22
2001,0,0,28,76,163,163,0,2,29
2002,0,0,8,20,163,163,0,1,39
2003,1,1,3,7,163,163,0,1,61
2004,1,2,15,38,163,163,0,2,56
2005,0,0,29,79,163,163,0,3,82
2006,1,2,10,24,163,163,0,2,70
2007,0,0,34,91,163,163,0,3,112
2008,1,2,11,27,163,163,0,2,94
2009,0,0,1,3,163,163,0,1,121
2010,0,0,9,23,163,163,0,1,112
2011,1,1,4,11,163,163,0,1,130
2012,1,1,17,43,163,163,0,1,387
2013,1,1,6,15,163,163,0,1,15
2014,1,2,32,87,178,178,0,2,9
2015,1,3,35,95,178,178,1,3,46
2016,0,0,15,39,178,178,0,2,34
2017,0,0,1,3,178,178,0,1,52
2018,1,1,4,11,178,178,0,1,52
2019,0,0,26,71,178,178,0,2,62
2020,1,1,16,42,178,178,0,1,61
2021,1,2,21,55,178,178,0,2,324
2022,1,1,8,19,178,178,0,1,67
2023,1,2,10,24,178,178,0,2,346
2024,0,0,7,16,178,178,0,1,81
2025,0,0,18,47,178,178,0,1,367
2026,0,0,6,14,178,178,0,1,88
2027,1,1,14,36,178,178,0,1,717
2028,0,0,12,30,178,178,0,1,94
2029,1,1,2,5,178,178,0,1,727
2030,1,1,9,21,178,178,0,1,100
2031,1,1,17,43,178,178,0,1,745
2032,1,1,30,83,178,178,0,1,117
2033,1,1,19,49,178,178,0,1,792
2034,1,1,19,49,179,179,0,1,6
2035,1,2,31,84,179,179,0,2,13
2036,1,3,23,63,179,179,0,3,21
2037,0,0,34,91,179,179,0,3,44
2038,1,2,10,24,179,179,0,2,26
2039,1,3,29,78,179,179,0,3,56
2040,1,3,35,95,179,179,0,3,33
2041,1,3,25,67,179,179,0,3,65
2042,1,3,27,73,179,179,1,3,57
2043,1,2,13,32,179,179,0,2,77
2044,1,1,4,11,179,179,0,1,68
2045,1,2,32,87,179,179,0,2,89
2046,1,1,18,46,179,179,0,1,80
2047,0,0,12,30,179,179,0,1,107
2048,1,1,6,15,179,179,1,1,94
2049,1,1,2,5,179,179,0,1,115
2050,1,1,30,83,179,179,0,1,105
2051,1,1,16,42,179,179,0,1,122
2052,1,1,7,18,179,179,0,1,114
2053,1,1,17,43,179,179,0,1,131
2054,1,1,3,7,180,180,0,1,7
2055,1,2,13,32,180,180,0,2,7
2056,1,3,25,67,180,180,1,3,28
2057,1,2,20,53,180,180,0,2,12
2058,0,0,34,92,180,180,0,3,36
2059,1,2,21,55,180,180,0,2,29
2060,1,3,23,63,180,180,0,3,41
2061,1,3,33,90,180,180,0,3,46
2062,0,0,24,65,180,180,0,3,45
2063,1,2,31,84,180,180,1,2,63
2064,1,1,2,5,180,180,0,1,48
2065,1,2,28,77,180,180,0,2,69
